,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Iterations,Runtime(seconds)
2182,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDMM,-,1.0,13438.0,0.0,0.0128
2183,16.0,0.0,84.0, 0 1 3 2 5 4 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-MM,-,1.0,7659.0,0.0,0.0128
2184,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*,42553.0,1.0,3275.0,0.0,0.0135
2185,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-A*,-,1.0,6816.0,0.0,0.0135
2186,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,76979.0,1.0,5905.0,0.0,0.0242
2187,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,18023.0,0.0,0.0242
2188,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDA*,-,1.0,6194.0,0.0,0.0061
2189,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-A*,-,1.0,5764.0,0.0,0.0061
2190,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(1.00),42553,1.0,3275.0,0.0,0.0135
2191,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.90),38297,1.0,3444.0,0.0,0.0172
2192,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.75),31914,1.0,3519.0,0.0,0.0151
2193,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.50),21276,1.0,3703.0,0.0,0.0112
2194,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.25),10638,1.0,3958.0,0.0,0.0077
2195,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.10),4255,1.0,3895.0,0.0,0.0055
2196,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(1.00)",42553,1.0,71034.0,5.0,0.0943
2197,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.90)",38297,1.0,70719.0,5.0,0.093
2198,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.75)",31914,1.0,70209.0,5.0,0.0906
2199,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.50)",21276,1.0,105587.0,6.0,0.1259
2200,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.25)",10638,1.0,131706.0,8.0,0.1534
2201,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.10)",4255,1.0,649543.0,27.0,0.7335
2202,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(1.00)",42553,1.0,68351.0,10.0,0.0817
2203,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.90)",38297,1.0,68351.0,10.0,0.0814
2204,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.75)",31914,1.0,68351.0,10.0,0.082
2205,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.50)",21276,1.0,104558.0,11.0,0.121
2206,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.25)",10638,1.0,131480.0,13.0,0.1504
2207,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.10)",4255,1.0,649271.0,30.0,0.7324
2208,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDMM,-,1.0,5883.0,0.0,0.0063
2209,16.0,0.0,85.0, 9 8 12 11 10 13 15 14 5 3 4 1 2 0 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-MM,-,1.0,5131.0,0.0,0.0063
2210,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*,45892.0,1.0,3545.0,0.0,0.0146
2211,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-A*,-,1.0,7393.0,0.0,0.0146
2212,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,83362.0,1.0,6410.0,0.0,0.026
2213,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,19636.0,0.0,0.026
2214,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDA*,-,1.0,8280.0,0.0,0.008
2215,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-A*,-,1.0,7721.0,0.0,0.008
2216,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(1.00),45892,1.0,3545.0,0.0,0.0145
2217,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.90),41302,1.0,3775.0,0.0,0.0187
2218,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.75),34419,1.0,3977.0,0.0,0.0163
2219,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.50),22946,1.0,4313.0,0.0,0.0121
2220,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.25),11473,1.0,4548.0,0.0,0.0084
2221,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.10),4589,1.0,4935.0,0.0,0.0066
2222,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(1.00)",45892,1.0,81307.0,5.0,0.1084
2223,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.90)",41302,1.0,80964.0,5.0,0.1068
2224,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.75)",34419,1.0,80411.0,5.0,0.1052
2225,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.50)",22946,1.0,124422.0,7.0,0.149
2226,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.25)",11473,1.0,150502.0,8.0,0.1772
2227,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.10)",4589,1.0,943897.0,33.0,1.0674
2228,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(1.00)",45892,1.0,78532.0,9.0,0.0957
2229,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.90)",41302,1.0,78532.0,9.0,0.0948
2230,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.75)",34419,1.0,78532.0,9.0,0.0952
2231,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.50)",22946,1.0,123443.0,11.0,0.1429
2232,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.25)",11473,1.0,150384.0,12.0,0.1743
2233,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.10)",4589,1.0,943583.0,35.0,1.0688
2234,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDMM,-,1.0,8275.0,0.0,0.0092
2235,16.0,0.0,86.0, 2 4 3 5 0 1 7 6 12 10 11 9 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-MM,-,1.0,6772.0,0.0,0.0092
2236,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*,61179.0,1.0,4765.0,0.0,0.0196
2237,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-A*,-,1.0,9449.0,0.0,0.0196
2238,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,108212.0,1.0,8329.0,0.0,0.0359
2239,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,22073.0,0.0,0.0359
2240,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDA*,-,1.0,24500.0,0.0,0.0232
2241,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-A*,-,1.0,22644.0,0.0,0.0232
2242,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(1.00),61179,1.0,4765.0,0.0,0.0196
2243,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.90),55061,1.0,4792.0,0.0,0.0221
2244,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.75),45884,1.0,5289.0,0.0,0.0219
2245,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.50),30589,1.0,5194.0,0.0,0.016
2246,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.25),15294,1.0,11020.0,0.0,0.0164
2247,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.10),6117,1.0,13817.0,0.0,0.0152
2248,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(1.00)",61179,1.0,98648.0,5.0,0.1315
2249,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.90)",55061,1.0,98187.0,5.0,0.1293
2250,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.75)",45884,1.0,97473.0,5.0,0.1265
2251,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.50)",30589,1.0,143744.0,7.0,0.1711
2252,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.25)",15294,1.0,173370.0,8.0,0.1991
2253,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=1)(0.10)",6117,1.0,469381.0,18.0,0.5264
2254,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(1.00)",61179,1.0,94656.0,10.0,0.1132
2255,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.90)",55061,1.0,94656.0,10.0,0.1133
2256,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.75)",45884,1.0,94656.0,10.0,0.1132
2257,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.50)",30589,1.0,142143.0,12.0,0.1615
2258,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.25)",15294,1.0,172955.0,13.0,0.1956
2259,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,"MBBDS(k=1,ThreePhase=0)(0.10)",6117,1.0,468983.0,21.0,0.5244
2260,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDMM,-,1.0,23142.0,0.0,0.0238
2261,16.0,0.0,87.0, 7 4 5 6 2 3 0 1 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-MM,-,1.0,16610.0,0.0,0.0238
2262,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*,29008.0,1.0,2246.0,0.0,0.0093
2263,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-A*,-,1.0,4705.0,0.0,0.0093
2264,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,29830.0,1.0,3972.0,0.0,0.0132
2265,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,8962.0,0.0,0.0132
2266,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDA*,-,1.0,4253.0,0.0,0.0043
2267,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-A*,-,1.0,3925.0,0.0,0.0043
2268,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(1.00),29008,1.0,2246.0,0.0,0.0091
2269,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(0.90),26107,1.0,2426.0,0.0,0.0119
2270,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(0.75),21756,1.0,2548.0,0.0,0.0101
2271,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(0.50),14504,1.0,2718.0,0.0,0.0078
2272,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(0.25),7252,1.0,2873.0,0.0,0.0055
2273,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,A*+IDA*(0.10),2900,1.0,3447.0,0.0,0.0045
2274,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(1.00)",29008,1.0,39771.0,5.0,0.0581
2275,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(0.90)",26107,1.0,39550.0,5.0,0.0571
2276,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(0.75)",21756,1.0,39203.0,5.0,0.0556
2277,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(0.50)",14504,1.0,54989.0,6.0,0.0722
2278,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(0.25)",7252,1.0,73530.0,8.0,0.0932
2279,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=1)(0.10)",2900,1.0,387752.0,29.0,0.4724
2280,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(1.00)",29008,1.0,37994.0,9.0,0.0498
2281,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(0.90)",26107,1.0,37994.0,9.0,0.0495
2282,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(0.75)",21756,1.0,37994.0,9.0,0.0494
2283,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(0.50)",14504,1.0,54348.0,10.0,0.0685
2284,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(0.25)",7252,1.0,73439.0,12.0,0.0913
2285,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,"MBBDS(k=1,ThreePhase=0)(0.10)",2900,1.0,387558.0,31.0,0.4706
2286,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,IDMM,-,1.0,4284.0,0.0,0.005
2287,16.0,0.0,88.0, 3 1 2 0 7 6 5 4 10 12 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,D-MM,-,1.0,3437.0,0.0,0.005
2288,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*,41516.0,1.0,3195.0,0.0,0.0132
2289,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-A*,-,1.0,6656.0,0.0,0.0132
2290,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,77992.0,1.0,5967.0,0.0,0.0242
2291,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,17997.0,0.0,0.0242
2292,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,IDA*,-,1.0,22393.0,0.0,0.0223
2293,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,D-A*,-,1.0,20750.0,0.0,0.0223
2294,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(1.00),41516,1.0,3195.0,0.0,0.0136
2295,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.90),37364,1.0,3357.0,0.0,0.0172
2296,16.0,0.0,89.0, 14 15 12 13 9 10 11 8 4 5 0 2 1 3 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,A*+IDA*(0.75),31137,1.0,3475.0,0.0,0.0149
